ordinal	assembly	fullName	name	action	target	basis
561	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TransientPlacementCompiler	TransientPlacementCompiler	保留	TransientPlacementCompiler	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
562	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TransientPlacementCompiler.PlacementCandidate	PlacementCandidate	保留	TransientPlacementCompiler.PlacementCandidate	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
563	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TransientPlacementCompiler.PlacementResourceRow	PlacementResourceRow	删除	—	placement compiler 的聚合 row 只是循环临时值，字段并入现有 workspace。
564	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TransientPlacementCompiler.ProfileKey	ProfileKey	保留	TransientPlacementCompiler.ProfileKey	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
565	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TransientPlacementCompiler.ResourceOccurrenceIndex	ResourceOccurrenceIndex	保留	TransientPlacementCompiler.ResourceOccurrenceIndex	Render Graph/编译算法中有独立职责，且名称是 Unity/RPS 或普通算法术语。
566	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TransientPlacementCompiler.ResourceOccurrenceRow	ResourceOccurrenceRow	删除	—	ResourceOccurrenceIndex 已经是唯一索引；其 storage row 内联。
567	SomeEngine.RenderGraph	SomeEngine.RenderGraph.TransitionOrigin	TransitionOrigin	删除	—	BarrierRowKind 与 flat barrier 类型重复；TransitionOrigin 只需 diagnostics bit，不是领域 enum。
568	SomeEngine.RenderGraph	SomeEngine.RenderGraph.UpdateAccelerationStructureBuildAccess	UpdateAccelerationStructureBuildAccess	删除	—	RG ray-tracing access class hierarchy复制了 RHI build geometry；builder 直接声明 handles/AccessFlags。
569	SomeEngine.RenderGraph	SomeEngine.RenderGraph.UploadBufferData	UploadBufferData	删除	—	byte[]/ReadOnlyMemory<byte> 在 ImportBuffer 边界直接转移或复制；不再创建一次性 owner wrapper。
570	SomeEngine.RenderGraph	SomeEngine.RenderGraph.WriteCoverage	WriteCoverage	合并	AccessFlags	Unity AccessFlags 已包含 Read/Write/Discard/WriteAll；不再维护 Use/PriorContents/Coverage 三套枚举。
571	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphDiagnostics	RenderGraphDiagnostics	保留	RenderGraphDiagnostics	detached diagnostics projection 与 formatter/query 有独立职责。
572	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot	RenderGraphSnapshot	保留	RenderGraphSnapshot	detached diagnostics projection 与 formatter/query 有独立职责。
573	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.AccessRow	AccessRow	改名	RenderGraphSnapshot.Access	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
574	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.AliasingBarrierRow	AliasingBarrierRow	合并	RenderGraphSnapshot.Barrier	diagnostics barrier subclass 继承树合为一个 flat Barrier projection。
575	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.BarrierRow	BarrierRow	合并	RenderGraphSnapshot.Barrier	diagnostics barrier subclass 继承树合为一个 flat Barrier projection。
576	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.BatchRow	BatchRow	改名	RenderGraphSnapshot.Batch	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
577	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.BufferTransitionBarrierRow	BufferTransitionBarrierRow	合并	RenderGraphSnapshot.Barrier	diagnostics barrier subclass 继承树合为一个 flat Barrier projection。
578	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.BufferUnorderedAccessBarrierRow	BufferUnorderedAccessBarrierRow	合并	RenderGraphSnapshot.Barrier	diagnostics barrier subclass 继承树合为一个 flat Barrier projection。
579	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.PassRow	PassRow	改名	RenderGraphSnapshot.Pass	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
580	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.QueuePositionRow	QueuePositionRow	改名	RenderGraphSnapshot.Fence	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
581	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.ResourceRow	ResourceRow	改名	RenderGraphSnapshot.Resource	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
582	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.TaskRow	TaskRow	改名	RenderGraphSnapshot.Task	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
583	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.TextureTransitionBarrierRow	TextureTransitionBarrierRow	合并	RenderGraphSnapshot.Barrier	diagnostics barrier subclass 继承树合为一个 flat Barrier projection。
584	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.TextureUnorderedAccessBarrierRow	TextureUnorderedAccessBarrierRow	合并	RenderGraphSnapshot.Barrier	diagnostics barrier subclass 继承树合为一个 flat Barrier projection。
585	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.TimingRow	TimingRow	改名	RenderGraphSnapshot.Timing	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
586	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshot.UnitRow	UnitRow	改名	RenderGraphSnapshot.Command	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
587	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshotDiff	RenderGraphSnapshotDiff	保留	RenderGraphSnapshotDiff	detached diagnostics projection 与 formatter/query 有独立职责。
588	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshotDot	RenderGraphSnapshotDot	保留	RenderGraphSnapshotDot	detached diagnostics projection 与 formatter/query 有独立职责。
589	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshotHtml	RenderGraphSnapshotHtml	保留	RenderGraphSnapshotHtml	detached diagnostics projection 与 formatter/query 有独立职责。
590	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshotJson	RenderGraphSnapshotJson	保留	RenderGraphSnapshotJson	detached diagnostics projection 与 formatter/query 有独立职责。
591	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.RenderGraphSnapshotQuery	RenderGraphSnapshotQuery	保留	RenderGraphSnapshotQuery	detached diagnostics projection 与 formatter/query 有独立职责。
592	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.SnapshotClockDomain	SnapshotClockDomain	改名	ClockDomain	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
593	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.SnapshotMaterializer	SnapshotMaterializer	删除	—	materialization 是 RenderGraphDiagnostics 的实现函数，不形成额外 service 层。
594	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.SnapshotTimeUnit	SnapshotTimeUnit	改名	TimeUnit	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
595	SomeEngine.RenderGraph.Diagnostics	SomeEngine.RenderGraph.Diagnostics.SnapshotTransitionOrigin	SnapshotTransitionOrigin	改名	TransitionOrigin	snapshot 中的 Row 只是在暴露存储布局；改为 detached domain record 名。
596	SomeEngine.Generators	SomeEngine.Generators.RenderGraphParameterGenerator	RenderGraphParameterGenerator	删除	—	Unity 式 RenderGraphBuilder/PassData 取代自造 parameter source-generator ABI，生成器整条删除。
597	SomeEngine.Generators	SomeEngine.Generators.RenderGraphParameterGenerator.ParameterFieldKind	ParameterFieldKind	删除	—	Unity 式 RenderGraphBuilder/PassData 取代自造 parameter source-generator ABI，生成器整条删除。
598	SomeEngine.Generators	SomeEngine.Generators.RenderGraphParameterGenerator.ParameterMember	ParameterMember	删除	—	Unity 式 RenderGraphBuilder/PassData 取代自造 parameter source-generator ABI，生成器整条删除。
